Dates,0,1,2,3,4
2004-07-31,0.02262859352445544,0.0013926805305780028,0.010902701139617646,0.0045786632569610065,0.0027747324350141777
2004-08-31,0.04076628100835169,0.002773667065482,0.02000774560969284,-0.0054570227882958415,-0.0022502452809303516
2004-09-30,0.022805347191821174,-0.0043084339195513105,0.0036012409037686237,-0.005999956563008992,0.007625129090892071
2004-10-31,0.020047335372518515,-0.00364968303217563,0.006335839229465534,0.0010803533769410247,0.003788494741579614
2004-11-30,-0.0019842658944602657,-0.010831014908784178,-0.014002470278582493,0.00802189830960212,0.007504687243666988
2004-12-31,0.01942324064719525,-0.003259246272989166,0.003464259731115194,0.0064698484349502115,0.0032929614468900897
2005-01-31,0.02596878555497097,0.008999254208253574,-0.0006382968063333937,-0.009317560501827943,0.004016537948071751
2005-02-28,0.005923618288310629,-0.008585986385237622,-0.006115357386664168,0.00294255795857567,0.009706777696821505
2005-03-31,-0.037529799878914874,0.016199218400739207,-0.00857980492200038,0.013727453810459794,0.007447303806342085
2005-04-30,0.02020230545362636,0.022362874351455186,0.015907019004460482,-0.008418394386149159,-0.0009743742588002959
2005-05-31,0.023820361024911352,-0.0012706290666507523,0.004778415691511966,-0.0014004353857473722,0.001059079039437174
2005-06-30,0.023886312734592196,-0.002788457803532186,0.0009486970670801848,0.0005227175283591248,0.005060997165674385
2005-07-31,-0.00041146794937046435,-0.0121606303406814,-0.012507572971105017,0.009295433822426848,0.008193563054824061
2005-08-31,0.014281547417555482,0.007238934645817167,0.004498949344880312,0.003226469619989679,0.0044978033278432585
2005-09-30,-0.026683547796669933,0.005608128192267385,-0.002700311850827,0.011672199352533191,0.0093180542765323
2005-10-31,-0.030188785212391586,0.002221358869058653,-0.006250222762766976,0.00895891093810401,0.0057207386919563815
2005-11-30,0.010664619136225175,-0.0008173528993083288,0.0027147965663556384,-0.0001693261455007756,0.009421860286288079
2005-12-31,0.01404320238060535,0.0019580627837403023,0.0037696454280842263,-0.006335285761734007,0.003648040023032349
2006-01-31,0.0023201745190723497,-0.004956316990365014,-0.0043539276446551405,0.013389161393669505,0.008401890141087939
2006-02-28,0.009946464347892528,-0.0017440940096979587,-0.003197245747407069,0.0016368051077821826,0.009059174472664883
2006-03-31,-0.01839608064674463,-0.003811996591752901,-0.011324805629123249,0.01879895847292088,0.009384069039603432
2006-04-30,-0.014618447626081041,-0.0033150914285483652,-0.005006818258075375,0.013878960180834414,0.0017636102066482446
2006-05-31,0.0005789560176759564,0.003125975059287195,-0.007952111661915836,0.007009708490345952,0.001439028440618051
2006-06-30,-0.01049404878743306,0.007294260378225362,-0.009678967821685553,0.008096185607697527,0.002702848590274425
2006-07-31,0.026782420041869353,0.003613511931531255,0.00547253000913198,-0.001584571395328783,-0.0013930514072823866
2006-08-31,0.03012381891182531,0.0006770311854242237,0.00560321112504308,-0.0052233101438355495,-0.002734234625244868
2006-09-30,0.023866966263987408,0.0008250178271891165,0.002427061586105287,-0.0028288324760113786,0.0024962210739747546
2006-10-31,0.009721858281461222,-0.0038387195116238496,-0.002396960263139095,0.0022633123941005204,0.0013642946208379167
2006-11-30,0.028375465315607112,-0.0009148073197877608,-8.208335397352298e-06,-0.002548023813524783,-0.00016342740008519266
2006-12-31,-0.007991791705294118,-0.00751749526951612,-0.0058063854531271355,0.010139895636739315,0.00565353112838941
2007-01-31,-0.006147751247414558,-0.003908349997318501,-0.005217043603923498,0.012303053295425751,0.006653371697555999
2007-02-28,0.03377911645562751,0.00293170242321301,0.006660335779596387,-0.004102420348025289,0.0016966961882366165
2007-03-31,-0.012210309493319301,0.004093256315368209,0.0005111340020251215,0.009370346152090855,0.007475834748664346
2007-04-30,0.009004053635424171,-0.003107345877812151,0.00048713220954377,0.004400154467901811,0.005314282633121084
2007-05-31,-0.015610108840965382,-0.0083719085657709,-0.008500438987511343,0.007481541044252031,0.006908068749339492
2007-06-30,-0.024053185517959444,0.011289455926696003,-0.007253180970719524,0.009934131312528858,0.004213308960947641
2007-07-31,-0.017052004696127915,0.026520588406847647,0.004748613110060561,-0.007360280384040825,-0.0036132337801620474
2007-08-31,0.022126405197740708,0.015127329621285398,0.011759079780061243,-0.0018822157148590609,0.013550033189863956
2007-09-30,0.014788181390216364,-0.003227676154284143,0.009086224549540525,0.0103692276985251,0.002168499045923303
2007-10-31,0.029982357274550092,0.004004570259492841,0.004145127390843915,-0.006012684511919702,0.006601249604059443
2007-11-30,-0.005791287842417742,0.025193967250727638,0.01079197603632858,-0.011746358659949942,0.01144622498669418
2007-12-31,-0.0084344991287902,0.012713213527374688,0.00925212589012922,0.008790422113185996,0.007296137936686899
2008-01-31,0.014782079452954238,0.029296983722725965,0.02216451572767782,0.008047020739153749,0.00023853318573232045
2008-02-29,-0.016997476842300026,0.011348082275343976,0.00797001672458494,0.009142069577911624,0.00977074037868064
2008-03-31,0.004128315876398696,0.009386679624183521,-0.008267715542096469,-0.004595840204348163,0.02048024817433506
2008-04-30,0.0335555138365407,-0.01331845015745302,0.004170896106849112,0.023561900920346813,0.004695005545666776
2008-05-31,-0.004419151132790983,-0.0006708760529963606,-0.006573957775080875,0.018158264572441563,0.011298396486119308
2008-06-30,-0.01918014970564203,0.022354381083705004,-0.007780346159307654,0.0006309855077575397,0.0158517606932994
2008-07-31,-0.018050891234831713,0.01459900881362057,0.0088478874402963,0.00010839335979685475,0.014455946567201079
2008-08-31,0.019009500973617834,0.0060602632660007,0.011669552936492253,-0.004508643810826924,0.007969370901044485
2008-09-30,-0.09509123132928539,-0.010768104812106,-0.07913018180867785,-0.0701773956269476,0.07373697683636088
2008-10-31,-0.06458184102791437,0.1635826467680132,-0.08103895842873357,0.05971056571632625,-0.004970282476545186
2008-11-30,0.0016405866401891728,0.12151517527992613,0.10991312956929777,-0.004320730108876505,0.01947649325798603
2008-12-31,0.2785881796192392,0.0799741317006949,-0.041767836051497684,-0.04314080972074832,0.002205082644583359
2009-01-31,0.028036630679453656,-0.009323731470268975,0.07576541038496815,0.0490589079995047,0.06336965343950775
2009-02-28,-0.05188648060539026,-0.004719957672886446,0.01490507703418471,-0.010700805222389299,0.06312823527723106
2009-03-31,0.05411321108624169,-0.001849670375434247,-0.05364682437316356,-0.0019059595043709023,0.03171221460829786
2009-04-30,0.14410930025070376,-0.04687582920038473,-0.016624925503436222,0.03918281522581219,0.03298821063711433
2009-05-31,0.1336048202669726,-0.008338695291544697,-0.056414416089803764,0.04791956795778965,-0.01611093488005892
2009-06-30,0.09588516534749997,0.002066771129916759,-0.01599488762060559,0.01279221330476916,0.009362934357290163
2009-07-31,0.0915626952186333,-0.020856598583266505,-0.0006827555632128412,-0.003316381432837077,0.012919005319940629
2009-08-31,0.07500099069153462,0.0029509448175669014,-0.01455687579243827,0.017189152191565985,0.006723659902745461
2009-09-30,0.07022456226486383,-0.023091677848872866,-0.015747926035273006,0.01051174716174418,-0.0010395834509922652
2009-10-31,0.012643088102791812,-0.0029674290184335365,0.0014649289566532387,0.01280625817157036,0.007203852191719485
2009-11-30,0.03195529587558306,-0.00033670451186273704,0.003966752257059109,0.004998070997910967,0.0026617319823152782
2009-12-31,0.0003522083702878437,-0.013812104065704968,-0.005901645751138537,0.024800378573149276,0.008358835985472294
2010-01-31,0.03633236231957113,0.0007416678399735173,0.0009965584989111084,0.012877850281807237,0.007582116712027278
2010-02-28,0.0065605423023318565,0.00353521002343861,0.0041470104688119975,0.005726425486523014,0.0022141089393926837
2010-03-31,0.012797786620645284,-0.010829130919569177,-0.000160224087966205,0.020307461480939336,0.002289341530202662
2010-04-30,0.04629314714075566,-0.0063003813461453345,-0.0017348047506460882,-0.0016218945630475418,0.006786689107480886
2010-05-31,0.0035165799157738657,0.023036738407551077,0.0003140839723079002,-0.01208284678148119,0.005825185311123259
2010-06-30,0.03767042750734973,0.010661402511181643,0.019880500401830366,-0.006737346935065595,0.0002588017242828616
2010-07-31,0.041549284975625746,-0.006053837906701767,0.012571329362194274,0.005797936432916036,0.003062159351083039
2010-08-31,0.05023866294647121,0.010841378306248858,0.011270040565726131,-0.012781561111371395,0.005001643573393491
2010-09-30,0.01650993764942929,-0.006014759622185096,0.009062712667464562,0.014797820275602171,0.005782300171530787
2010-10-31,-0.004723401642545013,-0.014661783533122112,0.002609376726645725,0.010265484105824195,0.0005469124855997128
2010-11-30,-0.008017003222779512,0.006240559807482273,-0.007487382253951663,0.008993757747876125,0.008960113832915043
2010-12-31,-0.014216029495888901,-0.004009798984429157,-0.009117129711712779,0.031040008187988983,0.004191899679430175
2011-01-31,0.011440825345558287,-0.003980551722261576,0.009925842309351831,0.020149329112450997,0.0050813726907482665
2011-02-28,0.010946224720448754,-0.004688401197326238,0.003516720002414516,0.007514992812232599,0.002531204249772213
2011-03-31,0.0014446587969332218,-0.000686276457514284,0.00224716036190858,0.00545230650699365,0.004605470154624421
2011-04-30,0.031639388667066115,-0.0008527311732700204,0.01064101933394047,4.4456171612615715e-05,-0.0007794598875354935
2011-05-31,0.02951924018469896,0.0025443296964167642,0.006953342088052163,-0.007032489894815831,0.0003124523131726443
2011-06-30,-0.008628111294398748,0.006938048609829776,-0.003008217634901473,0.002276372761134033,0.004991963419053096
2011-07-31,0.04015622933990147,0.000820724753367468,0.011374655457742688,-0.011608975835186448,0.0036434806281263484
2011-08-31,0.024691565511727246,0.0269575205207084,0.001855892775935222,-0.03045717960543813,0.006483530440759897
2011-09-30,0.017106805380024268,0.013873747230779,-0.013157675984542783,-0.027389417915400966,0.011591554489712712
2011-10-31,0.05683970160510258,-0.010545142666357624,0.003069862442909154,0.011135494497468777,0.008449470897050683
2011-11-30,-0.015526217970059467,0.007797712432981077,-0.007363057081692517,0.002221298340031253,0.028352851558058792
2011-12-31,0.048592065646323984,0.004003077224758069,0.015324864981072954,0.0026711982199609293,0.006811324625133578
2012-01-31,0.039201993515537964,-0.0011914064965998998,0.01708346505807278,0.011188927543988354,-0.0029340377514034052
2012-02-29,0.021998686485853274,-0.008038475822381777,0.006525251085870416,0.004980595322154151,0.0023011877980820402
2012-03-31,-0.019208295255889015,0.0013546840652004465,-0.0014429038181516221,0.02171877784514023,0.00208353002140404
2012-04-30,0.02647494928885458,-0.0002966886527443782,0.005341359453008501,-0.00545848492713732,0.002952712818807973
2012-05-31,0.02051249968345377,0.00797590865261876,-0.005674865121858887,-0.014488172530506353,0.002072722816629144
2012-06-30,0.025090254192452154,0.0017523541465696872,0.0017519423776042483,0.009024930573754584,0.00462760431107048
2012-07-31,0.05782727316378005,0.0023480298298251693,0.012553385082287188,-0.009280996369734796,-0.007064425932209886
2012-08-31,-0.004986750175328568,-0.0012481161205728777,0.008209760777992401,0.01631594440036217,0.0024874693685441327
2012-09-30,0.015002469917722253,-0.003036968071251741,0.009940863826364636,0.006886300272747481,-0.0015291071609486342
2012-10-31,0.014637281950773646,-0.00036781709301831407,0.010031951226667966,-0.00040245330560674503,-0.00017853501746610683
2012-11-30,-0.0004278707400700553,0.0024031422330324705,0.006044404852913912,0.008179439086027132,0.007853050274530291
2012-12-31,0.0036719929908114856,-0.005778545887115702,0.0022480331424516936,0.011456326202045198,0.002132454791080328
2013-01-31,-0.018880671739614063,-0.003645852897184641,-0.0016257311997634348,0.024724617974667334,0.005255703953447724
2013-02-28,0.012287687951683134,0.00118531165807695,0.006538277707818926,0.0013932579423093698,-0.0005756528473577665
2013-03-31,0.0029221577142866436,-0.004603434303929415,0.0006047700079448704,0.004472323144870554,0.0021161903260477227
2013-04-30,0.045154401710826804,-0.003962284368954389,0.005743690316936879,-0.0037214768591065798,0.0027366938094374495
2013-05-31,-0.0442047344979606,0.0006552588045877259,-0.015204320600818045,0.026167769441329522,0.010984321568106695
2013-06-30,-0.05467197638464986,0.011505130467113283,-0.01736842459802665,0.022114031812975946,0.00605008904701261
2013-07-31,0.010892756383299371,-0.007015414143416345,0.011317514160600268,0.007330981456607248,0.0013092280878653666
2013-08-31,-0.012116398718718807,0.004492729520012802,-0.0013982875460911105,0.011290274585722218,0.003920660506734795
2013-09-30,0.005057153257838452,-0.0002895040404791428,0.012852799315089375,0.004012494548098414,0.0007392414031514128
2013-10-31,0.02885090818253097,-0.007938142293034058,0.01145959986123169,0.001260868237578784,-0.0009416950020370343
2013-11-30,-0.007898078434390011,0.0001534949553332582,0.0018043924946415553,0.013645205000576104,0.003113236931497904
2013-12-31,0.007190574512801576,-0.0025284456046662193,-0.00484002055483417,0.005955092809920003,0.003370944082403441
2014-01-31,0.035690165966918895,0.003040383790339771,0.006183428889460434,-0.0072628318760157564,0.002273119615001103
2014-02-28,0.022041020488127783,-0.0055311061466106134,0.005893385241917772,0.004791063057073278,0.0011417808129200444
2014-03-31,0.009688296102474934,-0.00210614338756056,-0.005753818379089166,-0.002790032789242636,0.002464066086737665
2014-04-30,0.019554898905562102,-0.0012787640215558913,0.006432906213241591,-0.0054738182398193095,-0.001237393253273589
2014-05-31,0.025147906366802877,-0.0014027155776146136,0.009128002324784857,-0.0072879896045181395,-0.0011849991912407769
2014-06-30,0.005412526506143229,-0.004082618731355169,-0.002062267180422785,0.003304299826949839,0.0008048958550917171
